"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2021","2021",840.5,,
"DICDB002","Pneumonia","NOMBRENB","Number","ESP","Spain","2018","2018",127129,,
"DICDB002","Pneumonia","NOMBRENB","Number","ESP","Spain","2019","2019",121124,,
"DICDB002","Pneumonia","NOMBRENB","Number","ESP","Spain","2020","2020",199945,,
"DICDB002","Pneumonia","NOMBRENB","Number","ESP","Spain","2021","2021",72598,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ESP","Spain","2018","2018",271.7,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ESP","Spain","2019","2019",257,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ESP","Spain","2020","2020",422.1,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ESP","Spain","2021","2021",153.1,,
"DICDB002","Pneumonia","NOMBRENB","Number","SWE","Sweden","2018","2018",42192,,
"DICDB002","Pneumonia","NOMBRENB","Number","SWE","Sweden","2019","2019",41930,,
"DICDB002","Pneumonia","NOMBRENB","Number","SWE","Sweden","2020","2020",27060,,
"DICDB002","Pneumonia","NOMBRENB","Number","SWE","Sweden","2021","2021",24724,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SWE","Sweden","2018","2018",414.7,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SWE","Sweden","2019","2019",407.9,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SWE","Sweden","2020","2020",261.4,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SWE","Sweden","2021","2021",237.4,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHE","Switzerland","2018","2018",23165,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHE","Switzerland","2019","2019",22928,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHE","Switzerland","2020","2020",37979,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHE","Switzerland","2021","2021",39424,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHE","Switzerland","2018","2018",272.1,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHE","Switzerland","2019","2019",267.4,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHE","Switzerland","2020","2020",439.7,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHE","Switzerland","2021","2021",452.9,,
"DICDB002","Pneumonia","NOMBRENB","Number","TUR","Türkiye","2018","2018",300219,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","TUR","Türkiye","2018","2018",368.8,,
"DICDB002","Pneumonia","NOMBRENB","Number","GBR","United Kingdom","2018","2018",321964,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2018","2018",484.6,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHL","Chile","2018","2018",53214,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHL","Chile","2019","2019",53644,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHL","Chile","2020","2020",30365,,
"DICDB002","Pneumonia","NOMBRENB","Number","CHL","Chile","2021","2021",27715,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHL","Chile","2018","2018",283.8,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHL","Chile","2019","2019",280.8,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHL","Chile","2020","2020",156.1,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","CHL","Chile","2021","2021",140.8,,
"DICDB002","Pneumonia","NOMBRENB","Number","EST","Estonia","2018","2018",4281,,
"DICDB002","Pneumonia","NOMBRENB","Number","EST","Estonia","2019","2019",4406,,
"DICDB002","Pneumonia","NOMBRENB","Number","EST","Estonia","2020","2020",3904,,
"DICDB002","Pneumonia","NOMBRENB","Number","EST","Estonia","2021","2021",10711,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","EST","Estonia","2018","2018",323.8,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","EST","Estonia","2019","2019",332.1,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","EST","Estonia","2020","2020",293.6,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","EST","Estonia","2021","2021",804.8,,
"DICDB002","Pneumonia","NOMBRENB","Number","ISR","Israel","2018","2018",28224,,
"DICDB002","Pneumonia","NOMBRENB","Number","ISR","Israel","2019","2019",29133,,
"DICDB002","Pneumonia","NOMBRENB","Number","ISR","Israel","2020","2020",19276,,
"DICDB002","Pneumonia","NOMBRENB","Number","ISR","Israel","2021","2021",21759,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ISR","Israel","2018","2018",317.7,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ISR","Israel","2019","2019",321.8,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ISR","Israel","2020","2020",209.2,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","ISR","Israel","2021","2021",232.2,,
"DICDB002","Pneumonia","NOMBRENB","Number","SVN","Slovenia","2018","2018",8544,,
"DICDB002","Pneumonia","NOMBRENB","Number","SVN","Slovenia","2019","2019",9202,,
"DICDB002","Pneumonia","NOMBRENB","Number","SVN","Slovenia","2020","2020",10677,,
"DICDB002","Pneumonia","NOMBRENB","Number","SVN","Slovenia","2021","2021",16987,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SVN","Slovenia","2018","2018",412,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SVN","Slovenia","2019","2019",440.6,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SVN","Slovenia","2020","2020",507.8,,
"DICDB002","Pneumonia","RTOALLNB","Per 100 000 population","SVN","Slovenia","2021","2021",805.8,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","AUS","Australia","2018","2018",42278,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","AUS","Australia","2019","2019",32953,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","AUS","Australia","2020","2020",25518,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","AUS","Australia","2018","2018",169.3,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","AUS","Australia","2019","2019",130,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","AUS","Australia","2020","2020",99.5,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","AUT","Austria","2018","2018",11416,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","AUT","Austria","2019","2019",12149,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","AUT","Austria","2020","2020",6865,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","AUT","Austria","2021","2021",7671,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","AUT","Austria","2018","2018",129.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","AUT","Austria","2019","2019",136.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","AUT","Austria","2020","2020",77,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","AUT","Austria","2021","2021",85.7,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","BEL","Belgium","2018","2018",23917,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","BEL","Belgium","2019","2019",21442,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","BEL","Belgium","2020","2020",10675,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","BEL","Belgium","2021","2021",23560,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","BEL","Belgium","2018","2018",209.3,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","BEL","Belgium","2019","2019",186.6,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","BEL","Belgium","2020","2020",92.5,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","BEL","Belgium","2021","2021",203.3,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CAN","Canada","2018","2018",16323,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CAN","Canada","2019","2019",16601,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CAN","Canada","2020","2020",1949,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CAN","Canada","2021","2021",10613,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CAN","Canada","2018","2018",44,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CAN","Canada","2019","2019",44.2,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CAN","Canada","2020","2020",5.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CAN","Canada","2021","2021",27.7,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CZE","Czech Republic","2018","2018",14858,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CZE","Czech Republic","2019","2019",14934,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CZE","Czech Republic","2020","2020",9694,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CZE","Czech Republic","2021","2021",10582,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2018","2018",139.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2019","2019",139.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2020","2020",90.6,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CZE","Czech Republic","2021","2021",100.7,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","FIN","Finland","2018","2018",7637,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","FIN","Finland","2020","2020",4594,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","FIN","Finland","2021","2021",3606,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","FIN","Finland","2018","2018",138.5,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","FIN","Finland","2020","2020",83.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","FIN","Finland","2021","2021",65.1,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","FRA","France","2018","2018",82183,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","FRA","France","2019","2019",80249,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","FRA","France","2020","2020",43105,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","FRA","France","2021","2021",69112,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","FRA","France","2018","2018",122.4,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","FRA","France","2019","2019",119.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","FRA","France","2020","2020",63.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","FRA","France","2021","2021",102,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","DEU","Germany","2018","2018",150265,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","DEU","Germany","2019","2019",145192,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","DEU","Germany","2020","2020",96815,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","DEU","Germany","2021","2021",92754,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","DEU","Germany","2018","2018",181.2,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","DEU","Germany","2019","2019",174.7,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","DEU","Germany","2020","2020",116.4,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","DEU","Germany","2021","2021",111.5,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","HUN","Hungary","2018","2018",16750,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","HUN","Hungary","2019","2019",16893,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","HUN","Hungary","2020","2020",8663,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","HUN","Hungary","2021","2021",7062,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","HUN","Hungary","2018","2018",171.3,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","HUN","Hungary","2019","2019",172.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","HUN","Hungary","2020","2020",88.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","HUN","Hungary","2021","2021",72.7,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ISL","Iceland","2019","2019",108,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ISL","Iceland","2019","2019",30,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","IRL","Ireland","2018","2018",18232,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","IRL","Ireland","2019","2019",18273,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","IRL","Ireland","2020","2020",10134,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","IRL","Ireland","2021","2021",10375,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","IRL","Ireland","2018","2018",374.6,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","IRL","Ireland","2019","2019",370.3,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","IRL","Ireland","2020","2020",203.3,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","IRL","Ireland","2021","2021",206.1,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ITA","Italy","2018","2018",32958,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ITA","Italy","2019","2019",32272,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ITA","Italy","2020","2020",7655,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ITA","Italy","2021","2021",9450,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ITA","Italy","2018","2018",54.5,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ITA","Italy","2019","2019",54,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ITA","Italy","2020","2020",12.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ITA","Italy","2021","2021",16,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","JPN","Japan","2020","2020",18200,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","JPN","Japan","2020","2020",14.4,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","KOR","Korea","2018","2018",123817,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","KOR","Korea","2019","2019",101343,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","KOR","Korea","2020","2020",38492,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","KOR","Korea","2021","2021",41640,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","KOR","Korea","2018","2018",240,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","KOR","Korea","2019","2019",195.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","KOR","Korea","2020","2020",74.3,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","KOR","Korea","2021","2021",80.5,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","MEX","Mexico","2018","2018",22069,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","MEX","Mexico","2019","2019",29020,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","MEX","Mexico","2020","2020",9196,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","MEX","Mexico","2021","2021",6407,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","MEX","Mexico","2018","2018",17.6,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","MEX","Mexico","2019","2019",22.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","MEX","Mexico","2020","2020",7.2,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","MEX","Mexico","2021","2021",5,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NLD","Netherlands","2018","2018",6658,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NLD","Netherlands","2019","2019",6691,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NLD","Netherlands","2020","2020",3335,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NLD","Netherlands","2021","2021",7594,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NLD","Netherlands","2018","2018",38.6,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NLD","Netherlands","2019","2019",38.6,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NLD","Netherlands","2020","2020",19.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NLD","Netherlands","2021","2021",43.3,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NZL","New Zealand","2018","2018",11230,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NZL","New Zealand","2019","2019",11302,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NZL","New Zealand","2020","2020",4427,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NZL","New Zealand","2018","2018",229.2,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NZL","New Zealand","2019","2019",227,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NZL","New Zealand","2020","2020",87,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NOR","Norway","2018","2018",5034,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NOR","Norway","2019","2019",4893,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NOR","Norway","2020","2020",2474,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","NOR","Norway","2021","2021",4296,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NOR","Norway","2018","2018",94.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NOR","Norway","2019","2019",91.5,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NOR","Norway","2020","2020",46,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","NOR","Norway","2021","2021",79.4,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","POL","Poland","2018","2018",37797,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","POL","Poland","2019","2019",37143,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","POL","Poland","2020","2020",21645,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","POL","Poland","2021","2021",30309,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","POL","Poland","2018","2018",99.5,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","POL","Poland","2019","2019",97.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","POL","Poland","2020","2020",57.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","POL","Poland","2021","2021",80.3,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","PRT","Portugal","2018","2018",17269,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","PRT","Portugal","2019","2019",18185,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","PRT","Portugal","2020","2020",12021,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","PRT","Portugal","2021","2021",9661,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","PRT","Portugal","2018","2018",167.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","PRT","Portugal","2019","2019",176.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","PRT","Portugal","2020","2020",116.7,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","PRT","Portugal","2021","2021",93.2,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVK","Slovak Republic","2018","2018",10768,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVK","Slovak Republic","2019","2019",10345,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVK","Slovak Republic","2020","2020",6382,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVK","Slovak Republic","2021","2021",6109,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2018","2018",197.7,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2019","2019",189.7,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2020","2020",116.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVK","Slovak Republic","2021","2021",112.1,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ESP","Spain","2018","2018",100516,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ESP","Spain","2019","2019",91952,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ESP","Spain","2020","2020",54691,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ESP","Spain","2021","2021",45907,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ESP","Spain","2018","2018",214.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ESP","Spain","2019","2019",195.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ESP","Spain","2020","2020",115.5,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ESP","Spain","2021","2021",96.8,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SWE","Sweden","2018","2018",5049,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SWE","Sweden","2019","2019",5932,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SWE","Sweden","2020","2020",2490,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SWE","Sweden","2021","2021",5379,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SWE","Sweden","2018","2018",49.6,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SWE","Sweden","2019","2019",57.7,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SWE","Sweden","2020","2020",24,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SWE","Sweden","2021","2021",51.6,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHE","Switzerland","2018","2018",9270,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHE","Switzerland","2019","2019",9587,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHE","Switzerland","2020","2020",6459,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHE","Switzerland","2021","2021",8628,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHE","Switzerland","2018","2018",108.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHE","Switzerland","2019","2019",111.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHE","Switzerland","2020","2020",74.8,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHE","Switzerland","2021","2021",99.1,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","TUR","Türkiye","2018","2018",306600,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","TUR","Türkiye","2018","2018",376.6,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","GBR","United Kingdom","2018","2018",154757,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","GBR","United Kingdom","2018","2018",232.9,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHL","Chile","2018","2018",20095,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHL","Chile","2019","2019",19320,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHL","Chile","2020","2020",2480,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","CHL","Chile","2021","2021",5958,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHL","Chile","2018","2018",107.2,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHL","Chile","2019","2019",101.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHL","Chile","2020","2020",12.7,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","CHL","Chile","2021","2021",30.3,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ISR","Israel","2018","2018",7893,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ISR","Israel","2019","2019",7717,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ISR","Israel","2020","2020",3878,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","ISR","Israel","2021","2021",7078,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ISR","Israel","2018","2018",88.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ISR","Israel","2019","2019",85.2,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ISR","Israel","2020","2020",42.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","ISR","Israel","2021","2021",75.5,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVN","Slovenia","2018","2018",4518,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVN","Slovenia","2019","2019",4514,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVN","Slovenia","2020","2020",2841,,
"DICDB003","Other acute lower respiratory infections","NOMBRENB","Number","SVN","Slovenia","2021","2021",3297,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVN","Slovenia","2018","2018",217.9,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVN","Slovenia","2019","2019",216.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVN","Slovenia","2020","2020",135.1,,
"DICDB003","Other acute lower respiratory infections","RTOALLNB","Per 100 000 population","SVN","Slovenia","2021","2021",156.4,,
"DICDB004","Chronic diseases of tonsils and adenoids","NOMBRENB","Number","AUS","Australia","2018","2018",28655,,
